,customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,group
10,0053ed9ca8aec99187532961a73a12e26a671930890fd1ece01539d89a492fbc,,,ACTIVE,NONE,60.0,a625a2097e2952f3f6b50341fb8b435f271abe5818a79ad106e4a384ae4aa401,old
11,006c5fca9bbe95f30b51e8cd01ae20349db09ea73d81c9514dee154dc04988e2,1.0,1.0,ACTIVE,Regularly,55.0,b52a529a78211e314d9f36d816415d2117b3fd8c9b8191a6264e4bbe95110d32,old
12,00708c3da4d07706d4cad77c6aecc1b1ce33d21d73022ca12737c91d85bff070,,,ACTIVE,NONE,63.0,81a20c93cf73a6943722be3a240db674f15e1a71bb64274d2c8fd754cfc71368,old
13,00766e0d8faf96ec843ae1b0ad7330e5009eddfff9f5b22e489c1c21cb4d0f48,,,ACTIVE,NONE,29.0,e61b8bb99b839f24b87b9f644d4896c3be10b2f7ed32b0eaab5a0e0307bac766,adult
14,007b97e0e717dd5914d8feaa81e36d6594459a8563545b26a142981e0f0a7a6f,,,ACTIVE,NONE,21.0,604fa0d54d8900e8f06515949223f2fba99f93da0933aa0229969902c218e88b,young_adult
15,007e4c2e0994b4aac97c2713d5dc0b7497d74113f32446868ca22b6437e9594d,1.0,1.0,ACTIVE,Regularly,23.0,e206bc992a8f97cc74af85118348bee90bfb33db71253a8f6caac1ae3ee22b0a,young_adult
16,007ea762fbbebfad288a49f1d8f7c2c0c62b189a8816fa6968e60f2c197ce938,,,ACTIVE,NONE,23.0,267e321e7f59db6ead55dc45b86edc268b1076751645df4379b79f3ed9fa5f88,young_adult
17,007f094708bc97c9ce41a7e75237ef2d16ae45319ebaddb9b842abf34248da8f,,,ACTIVE,NONE,58.0,49afe98c09af7db756d5c3bc6f6187bc001a6eaa6d852c99ec7552ccac51dfa7,old
18,00830dba02468a487e12975c3aed57d7c323a5222158caee3c530724498a0a32,,,ACTIVE,NONE,28.0,2bc493597c625ec0f3551d8e68655c49f22101a52aa768e0ff572b9f31bb0100,adult
19,00863d470c65b7d783e6f17c963586776a37e938f12e9099c5177e041323e5da,1.0,1.0,ACTIVE,Regularly,22.0,0904cc00b6808a617050fe5055b3fc48b4334a57073a3f73349c9b151b94cacb,young_adult
20,008997ffbc4cdb3a41572eb25b2cc918666a6f2a13f3940f196a0160773c8492,,,ACTIVE,NONE,21.0,5efd1a6fee5f8f6af4fd7b70010642a2f0f9a12769d6ce73214d9275ff359a82,young_adult
21,008c8e6d890d37622eaacd5cae92c3cec779a25b1a8aaf3e57cebc5aebe8a749,1.0,1.0,ACTIVE,Regularly,57.0,c4cce6975d3dd81b3f2064e312c9cddad2a13cf087c49330d4b9f604b2ff68fd,old
22,0095c9b47fc950788bb709201f024c5338838a27c59c0299b857f94b504cb9fc,1.0,1.0,ACTIVE,Regularly,20.0,2cabab3f4ece18b0d62b3082c629e7112f2232c06ab480b020971f7beda2e531,young_adult
23,00981ed379d4e3b577ff134cdc6b2a2e1a51adaae9c7956cf5e0989e688233af,1.0,1.0,ACTIVE,Regularly,52.0,b7b60d0e7ee7c9d4fbb4ed26733799ebe99df8a6b480330cc89500a9f4163e2b,old
24,009c145b8b462e64ac1ee92597043728dd945a93dae8dc68b16dde32fc61e861,1.0,1.0,ACTIVE,Regularly,45.0,d3a1ea48818bf36c9ce3da4bd68016f69d5702295421399ba145b672f5e7cafa,mature
25,00ad0e5d94a9ceb2f2d73c3fb905f2f58e32a6a94755bced86e957e0875f1c9a,,,ACTIVE,NONE,21.0,9ff6757521e604c1e67a8c8f7316d9a99b5cdb447a7ef8ac8695c7e8081017a6,young_adult
26,00b1804e347ad55d1a75d7c07169e17d1890ad48953824879234177741a85955,,,ACTIVE,NONE,53.0,7ff26364eacfe1e14fe73c0e8b3b70f099bd6bfb02b69ef89c563b6978efd0f4,old
27,00c83c269bedcb5135799d3bc4a7ae6f134d57bdd1be071486ef152b2ef1c300,,,ACTIVE,NONE,24.0,ed0b745ba08d383d5fed47c8e0ac99e3b506d0de342e5fe51b225db49643453e,young_adult
28,00d391e8be288029bd148341440bb4ffc92c8e7255d26ccebd42c61374f3c84b,,,ACTIVE,NONE,20.0,51a7d67f96937fb1ebf300ea8affce62c8a0e115ab8b67be244a7f97149cd0c0,young_adult
29,00d45fe79bfed8904c69d48162d7b7fcb341da63e83cd1ded6d7c9e165fbed21,,,PRE-CREATE,NONE,26.0,981c1da66031d0f256e55003ea095a57999650380f7e93aa02aa885eb88ac820,adult
30,00e1f75b5a9c8deed486dc2c409329e8aaef117d314e01fe0c08a7300d4d9f03,,,ACTIVE,NONE,23.0,bf737f1faf37ac1c2033f9335d58cccc7d243b7e19b2b7c6e08b5b4981eb3f49,young_adult
31,00ed482129dba315b038c1220b97c6bb9af1440152fc274d4bacb9b34110c9d8,,,ACTIVE,NONE,84.0,2b0ddfd79b1fb2484359580dc21235826436a7c3a10c4148ac655d4d69571ba8,old
32,00f5470adc35909bc4551039ec43488677f0871a82cb44797b655ad1eb42ee1d,,,PRE-CREATE,NONE,38.0,d194368ba91e57807b523552e4e14a6fe8e667b16652c4d2bc6c2ea6f5c00d8e,mature
33,011ad901841a3594f6eccde9d50373d6eebb4b19659a5028b9a9b7977be000c2,,,ACTIVE,NONE,33.0,b482fbe79230a81a70984159b77f0345265ddfcea49811bc987215d43cbd2b18,adult
34,011eff5c8b5ad8de0e70287a9a10cdc3bda2c2b6ed2acd951a61ec1ac84518d8,,,ACTIVE,NONE,23.0,ff2e499b1b1c8a4e414851f172bd8b1dc3d6fd5ab27e53c84496e5c41ccb0968,young_adult
35,01459dabca54c01772d802a684d42529bfed6d1a0b2296b4b74440bee6ca1769,1.0,1.0,ACTIVE,Regularly,51.0,fd3ce952afef75b6c71191120fdb00743c391dc83230f880f3c65f25c0aebc64,old
36,0146d63dbb766e18398738dbd9ccb3905dbc6a83ebaded771f1bed71065d4e35,1.0,1.0,ACTIVE,Regularly,60.0,1c9601d7b5ece0c7ab9c56cf0bc9e2915386ef2e93b960f2aee46363206d6a85,old
37,014cbfc591254f0cf30df52b660f94dead60c8d3eafc00ebb3051bd196bdcd8e,1.0,1.0,ACTIVE,Regularly,29.0,50e91f2f2ba22144eb7e1c9bd57b084d3f4182e1ecf7ebac6804f63e029f0251,adult
38,015379bc0ebfa21c432af0f1eec4cfdd83d88f3af3804fb42011610866da0cba,,,ACTIVE,NONE,27.0,51e9228ecd48b300b7891eb9a148426a8750e49c0ef9cf95b24e5d32ed85310d,adult
39,0157179e65d9394de74d06dd4558456a016a537c55e216a2236b90ac49101d2e,,,ACTIVE,NONE,54.0,6ee3ee8ab30a579300f45c734eb1980ba61bf3672ef097b73d615cb2007ef48d,old
40,01637779fe30b0f24e92750f52b465c8548b653b2cd1b391a8bb671a1a14d22f,,,ACTIVE,NONE,23.0,87215d096e57482c482b2ebfcf45e2f52b0129e569093936495ddc4a092c2542,young_adult
41,0164107e78f375fea7e891fc0459c5bc3c9ea2a738b0af83cf28b2cc105781ab,,,ACTIVE,NONE,37.0,56ef042b45e8f3ff44953405b55aa8b2cd25c09a6bcf4011327934946cf5fb7a,mature
42,0164840429884bbb47f2a342ceea1f0748650d632cd7e3ae962169ddc5abc7e7,,,ACTIVE,NONE,44.0,d5c1b02ad0c55c399af7fd127b40df53769a95ea4af579210fd5dc38303f9285,mature
43,017ec58a84da652abbec86c0756528ac0dc097136da63212811e7c2afdc2a6d6,1.0,1.0,ACTIVE,Regularly,23.0,cb6b338350f3057b280aa4db77e161fb733fa90272d08a8e212eb9bb26507f46,young_adult
44,01887181e59ebbbcda75875d5df516d0ffaa26581ffd78cd909795732e4be9a5,,,ACTIVE,NONE,23.0,fab78ad0c21f1af91bf1d407079798b552c653f7cc7c7be874293b946bc3b0d3,young_adult
45,01915fc027547c51266f91e8a310e16861768cca1db314ecef45ecda794f243a,1.0,1.0,ACTIVE,Regularly,39.0,f1ac9c88dd78c2e6583088d29b6a5ad9963f655c6242551cbf6ff4a51e6f2157,mature
46,01972bd6e31d47db99355ff10b7600fd82ab9b1f8c4d016bf3a21d0a81dc5464,,,ACTIVE,NONE,34.0,326f55fa5a1ae7d8beded21c0f165be07a847e9689f414b9df06cc4eb1babbc0,adult
47,01a2f6252d31372f288cf17507d7b64315e9c39e61d03385a2010f4dfcaa53d3,,,ACTIVE,NONE,21.0,582fb658c087776e9449fc1b625f95370a358be58dcbf61f487119275fd2afce,young_adult
48,01ab57aeaf78d9b8bcbb617ae7d8cbbe9cc38faba884d66046b28c782e3d16a1,1.0,1.0,ACTIVE,Regularly,22.0,23bd21373e1e4c15be053ad43a2dd8b97c206eeeaec48972173eb7f9469bf29e,young_adult
49,01b81d07a3f9b69209d533e01ea9f671a2b7207ccc769d463fa96abee2593357,,,ACTIVE,NONE,27.0,ab4e2d57607078ed8472273662019bb906529a5b04e5c4acf8118610c537c389,adult
50,01c290bff9641834691fef7f4b68ad176353d6971ca85e22efeb92c3aa3ffd35,1.0,1.0,ACTIVE,Regularly,21.0,e17bd0562cc54005983d7456671044cf6a6431465b8372ffea8fd301377d3d75,young_adult
51,01c3653cafdd569ef34e36810d1c1bda71c0d425e568278d0cfe05cfb6604a1a,1.0,1.0,ACTIVE,Regularly,45.0,7db85a906fc03a66c299a4e0ad83319a36a2359ec23db231138c0fd1f0104b67,mature
52,01d6c872302fc5e05bb2ea50db0bf74e0b85db58db491d6e61176f040261272f,,,ACTIVE,NONE,51.0,5103d29976929d426d0a85384800b7592cf140bb9e45e0e526196ee8fe055df0,old
53,01df052ba66f62fc67eb4429415710f238061e2326fd17355da632bd73723b67,1.0,1.0,ACTIVE,Regularly,26.0,53433df699d2d4a9007f328039b10e800d171812c404fb2d97c90414d7857599,adult
54,01e16f767f686fa0de9b7c2177f034529f56ab812ece0228de50a6904c4cc24b,,,ACTIVE,NONE,34.0,aacc1b6cb58b1e9e2bb54369c3673b00f6fbbdae6f5975288cba9c29264c8011,adult
55,01e21d17ef706bfad82c7fdc7a586fb4e9c495efd7931b029f86e84d138b3616,,,ACTIVE,NONE,30.0,ae4f65787d8b34d1a112d21077c319bac7dd773858dc94ec7e2f4396b8998228,adult
56,01f597f5eba83f9709eceb5a70a99f3a4009a6e827bf7293afa4211030a29fa4,,,ACTIVE,NONE,20.0,503feeadc1ce0a6bb074c885c196a091f891b90e100be7199694eb1921b530fb,young_adult
57,01fa727542c6aa55a665fbe964a119e51f1a95952b3a2efb7fcb8fc0d489b2c3,1.0,1.0,ACTIVE,Regularly,30.0,09fe23f4af22a7f1cdf2a00d34cf45efb2bcc036b903b6358a61434e2f24e5e4,adult
58,021ef120730bd03469a454a0678c24d575718458b3b75f0f1956f41f8c0c1c26,,,ACTIVE,NONE,43.0,7e3164a91cbe6a8d68d734764ca404f44086d81f39ff54f2ee66b309c1024213,mature
59,02206adfebc3ceec651aee86a3cbb7db83bdbd44aff406a61bad77f9ac697cca,,,LEFT CLUB,NONE,71.0,4e6b8bb7b24bef6613f27a7dff9d1f7e2529e8fb5afe7179e4a35b2eb00c774f,old
60,02245dbf97e78482e7b6f23ab4fbc7d445ec57ddb9930d4b23d03b1a1e4af97f,1.0,1.0,ACTIVE,NONE,22.0,3c673ca2c53346227296ea0f10a45254931d5305841287e232c135accd4368dd,young_adult
61,022afa056d2a0de74767efc047d612daae9da142b6864289b5b4ba2fb3144bee,1.0,1.0,ACTIVE,Regularly,37.0,0f0934f715c4732c639ae032f1c0eeedddf84501c143d060dc08eeb4c42daf96,mature
62,022b4a549932e91686ed9cf3ffbacc2422343f5bc050127db1b23f6a3e5bf020,,,ACTIVE,NONE,28.0,03c37d67b548055c12d170751fc56ad785158d7173f2fdcfcb69d7ba2e1974ec,adult
63,022e7be7f379608d71ee79d2a920c07b09d4f47581b2f84c024af7577940b92e,,,ACTIVE,NONE,23.0,0176931efe7930d560c34fb46dba27642e0b4049f9c4759fb62709cacdf792b6,young_adult
64,02389a26fba684b9fe51d6fc3f84d10614dde2d5bb9c72f5bfd4c7f2c277aa30,1.0,1.0,ACTIVE,Regularly,59.0,4e2d9fc461edcd013982fd61fd0a473fce274a1d188aa1084fe1e49edbd7526e,old
65,02425a33ee2b4d547b1e4ca9ea521759a42f896af933bfd132f488ad3b6cceea,1.0,1.0,ACTIVE,Regularly,21.0,47e561cfe4a867fd81e9d2f3e1d5babafe95267da2af4be24e0d81594442ff2f,young_adult
66,024378c3a355cdc9ff423c01a08a96ab70e16412bdc814e7fd7d74096a686d87,1.0,1.0,ACTIVE,Regularly,24.0,5e3d34ffa7fd06052c1742edff97054eb61b21b88fb819970e944c33f3cfbf0f,young_adult
67,024951153cc1183fbabc1e7f3162525b1833161fde2005396cd25d0af6ed79fc,,,ACTIVE,NONE,21.0,965bc59d30a43a7ee270e454c59c25c91546c6626bf4e118c87add9712f4bf04,young_adult
68,025130c7af2cd95d60bf6b579581abe34c44ffbd6d892eb9da58d6c6f1607dca,1.0,1.0,ACTIVE,Regularly,63.0,6208360ca8b1dc772ab21cb25f0f93c6d17ef7b4a24d5ed6460d92902fd27e33,old
69,025b18696068392821f083b1eebb31dee1f6704f243f909c025dfacd075bdaf2,1.0,1.0,ACTIVE,Regularly,54.0,d86c8ece41277b059c518093c216dfdf9bfae224b4d2e8e13f28b8411f0b7893,old
70,02664443b9ffe82ee5cd1f9a19e47109251b6e395820af28297e157b649b4017,1.0,1.0,ACTIVE,Regularly,29.0,3a239528abb0e6702fa496e3da711d9ab737ab5d5c9e6876f457da043af24585,adult
71,02717e619ad29222aad577e1f59561906db8c725cb911a74c3c622ed7a9cce24,1.0,1.0,ACTIVE,Regularly,24.0,13fb3b76efee9d4a136ed1ac34ddbd3ad30fe97e9bf1d63842f47549e96911de,young_adult
72,02722fa427178b9ca33fdaf1050d1c15472432abd33e0048207701534feb5b20,1.0,1.0,ACTIVE,Regularly,52.0,aa728760813d7018f985d5a498886a3cdbeb5137c08c0c47060b33a537d7090f,old
73,027a44c9bd659ccdf287096ae82a20eb5e28d6e54f2685d55323530640c7fece,,,ACTIVE,NONE,42.0,b95fe3c3b8519e4efcffc7f281ed0ee5fb133b859b82865f61131056879d438e,mature
74,028068a2d11bf6a0cafa7ab675fb767b164d92709d392ae5042fa9c32bccf159,,,ACTIVE,NONE,49.0,ba5098878e20ee94cf3a4514a89dd80ce0bd75dd2df667f342347f96e63e8b1c,mature
75,028adaab1a1ecda6cf3f759e5c06b75e244f811ad1dc532c18b8589e97b4ddb6,,,PRE-CREATE,NONE,40.0,b4d91c2d3f8b0a1869170eec858d70169245b79c54be3a5ea5aaf7e9cee1cfd5,mature
76,02a8bc562a11593c2a4bf2aefcdcd58c35327419fc04d62220493f37829fada2,,,ACTIVE,NONE,20.0,4ec278d732c71046fece7cd2193c9f2ea55e26b911869f8ac80cc81ad168cc54,young_adult
77,02ac1b454f4854ea273f870e32fa8f59faf2e46e0c24aecd45f44d8d06e98bd7,,,ACTIVE,NONE,36.0,44b0e4835f73670cf0b9a109993c31010220c44a082e719bb0819032cc7c5496,mature
78,02c0aecd8ec39f20ad47959e5577c41003ef07f9c0f64ee4c32057d65fbca956,,,ACTIVE,NONE,29.0,185d68ef5a3a4af70786035ee17459bf175a10a88fdf079060410dd5d3be2a28,adult
79,02d7761ed36194219c09992da3cab74cc8cc731ba3e4a59e31f426523135155e,,,ACTIVE,NONE,29.0,0ab8c40739e852d10755987a00fd61822eae92d6aa1be997f7dd77c37816ae6d,adult
80,02e37099724bad61314cd294191c9b9cbbd78fdb52be7c134d27e5250c68bdf6,,,ACTIVE,NONE,26.0,6225d2adee72056715ed2806bba18d3269990d4653b7f561c10c0e969b5ebbe7,adult
81,02ec605da1ee22f7f131b29d4498d2c775aace173f947280b2e20dbd07db6e8f,,,,NONE,40.0,14234e1fcf1062803ff8f81ea4efba0adfc7a83e294d6fd5d0a5103f4061116d,mature
82,030861f29895eace85ce3965e8a0fa0f4031183835a12a13b657bf40b237b129,,,ACTIVE,NONE,21.0,656acd68747cdb6d3c8cb12ff401498905c6e2fc96bf1ef144853a2907274ae6,young_adult
83,030b237f78cdd4df9a13c92900a82db7a18afc7556f2c1e643bc008f0bf38ff8,,,ACTIVE,NONE,25.0,e77c297ec43cef46d20c3694de10fe7c930a2a9f60eb0dbc25e46f455500f98d,adult
84,0317fd37b4d978830d3b7bf97c02fdc79b375a42cf19ddb2080304dc83c8f857,1.0,1.0,ACTIVE,Regularly,25.0,5cb1862ba77127314ef906aa30c609f7956642e4d6e3dc4804332c0e2fa28e38,adult
85,031c4471e23612911bc9a372edfe3c50847aceb7d620b1d8c26d468cac10ed59,,,ACTIVE,NONE,33.0,e67a7c685ea79767c14ba8dfc1bd8db87a7091c5fca48a8411ed1284e29e010e,adult
86,031d562eab816e61eacb8f9db66a7c4c7ef664804cbe13e81f98500414394c27,1.0,1.0,ACTIVE,Regularly,23.0,b605e305aea6681913c2d969eea0b582ea4cb2e292a4d486b90ff06ad5b8f15c,young_adult
87,031fd5c927a91eb96dcc6446e57898bac8992494520c61f1e69f4fa46e57fc0d,,,ACTIVE,NONE,50.0,83c958c3140d31e735ec436b51cf026f2f54ca8a8ca614767bebc2581acf0a5b,old
88,03291a87475db188d4c328ce0e09f73b3c5d2427875887412ec7ed662af12c16,,,ACTIVE,NONE,58.0,828846a8a413285900e9b9ce94036fe0b14a504ec3df8aa6ef262da313ace212,old
89,0335a03da8ef485dda6f0a3d38fd1a10f15a87f82f2ccdaf97fed2bbc4ee47f8,1.0,1.0,ACTIVE,Regularly,28.0,d62d6f6170005f616ff85698bebf9a073cbd9d5d111a232d15d6c88c66766048,adult
90,033ac0197a68724a4a1e2cd17910b8bc1caf97794624c5e965ad6b27b893e0ce,1.0,1.0,ACTIVE,Regularly,23.0,2707200e019b64e47dadfe8e272a9e97d2f84b4f518c6e1ee39cd74957e6bdfc,young_adult
91,03526c2b360a59a503ebf71c7a8776b6f503b217441235be9e3ffa7e9e34b45a,1.0,1.0,ACTIVE,Regularly,46.0,fe190ac40fd86bd4dc6255af4bc75b49e4b7ab8b4f20a9919d50978e3386fd7f,mature
92,0356c9f8f93ae3fac95c183d72bcc0730545b1a31732ed7086619496fc21f656,,,ACTIVE,NONE,48.0,82a6796f788c970ba56cd16373c216f973107a0d296433a76269dcf995198277,mature
93,0362038f50febc46a92c40379e85ba865535855c7e863384aebd5358d556d1f4,1.0,1.0,ACTIVE,Regularly,51.0,82f6775a4e568eaed65d814bfb9658c684181136a4880af2a906e4979aa0d82b,old
94,03954898289e439becc36b9fc5afdc6fe7a57575c9ed2426ae1edf93fead9229,1.0,1.0,ACTIVE,Regularly,38.0,ece2b551e69b2f7a1e1a8f306c24ba9ad57a6d350a4f6839082ab6b3b67d7a71,mature
95,03968a7930cc35ee91a55f06b42d6ddd716ee0f57547a0ed997e267f5cccafe3,,,ACTIVE,NONE,36.0,890b2be201715390589641e079129700a3ae73484a0a38f70b332c66503514d0,mature
96,039dce384da094d6d107f90d5649717c6576db1b80b944b5fe0d96fff229239b,,,ACTIVE,NONE,24.0,ac1bba76a91177322c454db1addb62e21a665d91e2bcf47161e58b34e0f583ee,young_adult
97,03d70ddb7f985d73d48f73fdfae670a9eebbbeb9397ff9dbac584a25b267f9c8,1.0,1.0,ACTIVE,Regularly,19.0,b6e61e5a375d1230feb27caf1cc2c9af9cc42198c98d243d459e7b5785334a51,young_adult
98,03e74a4911e3fd03f477e6b00d6647a3362c7ca6b9080b9f1ec39d580efdecba,1.0,1.0,ACTIVE,Regularly,45.0,fa88f22afb17394e526db7c34412810e593f112d75f024a3f8494521d8fa7739,mature
99,03ef658609554eaefb7d558411f3db5da2fb951b930636e7286a715cc6c0943c,1.0,1.0,ACTIVE,Regularly,19.0,fa0d9875d4f4dcb96d3cd7151cb37953afc05d6c654c80493558923f26b4a393,young_adult
100,03f90fa97eade4624d034babd8c97075cbcabf17ece0b78f9fabfe95bf3982c1,,,ACTIVE,NONE,29.0,c8535abd427c974f35c35c7f9188ec29f8abdc969416eaa82d60931c17853429,adult
101,03fe3012516301f2577ecc39d06aea7feaf91f3478ea2ded0b799900da816153,,,ACTIVE,NONE,19.0,fcf10ba998ea03ea59ed93c5c46423a666a390d70cd04a1d11b927126353f31c,young_adult
102,042737c01c7d42acb84b5fdc26779883a694fb8ec782aa0119e6cef404930f8a,1.0,1.0,ACTIVE,Regularly,35.0,cd41d33e0fb6b9a49c6c3129ed9b3e8b871ae76f3c76a0b8e6b619216d083969,mature
103,0433a160d0ac134a0410abbad66fa4e69fb703c2b045fa9a809d552ad23e5088,1.0,1.0,ACTIVE,Regularly,55.0,130d3fcf2178348ff1060de06751a7616cd5b7afe4b3277cb83ce79d37dcf0ba,old
104,0435b45cc3973f810a4d9a50aa8ac5283df04ff448572e52e89f6e4b8aa7dc2f,,,ACTIVE,NONE,30.0,9b90709085e0815b74cb5310db349b710455d3c40007d17d46f4cb3736234848,adult
105,0442b881d9cfd260143084cc3370771f1ffb45793534ccf0625b4d2721f8f3b4,1.0,1.0,ACTIVE,Regularly,66.0,f73ab26ae8bcd5a22e0230c746078b563e1562d037f4e2f8ec50f43148d72026,old
106,04444493aae98d1fac10a0ce815b8938c16d1b5f619298fe1249baf195d80301,,,ACTIVE,NONE,69.0,03e8f8649a2ddc2538074e6a116836e3aa572303415dfcc3507273f3e2acbccf,old
107,044cf4faf79854a300e1203a5f4dbcd03585da1b194d0b0fba4ca13bd0661765,1.0,,ACTIVE,Regularly,20.0,a350f899e93f7f95b14aacdd75325ecd5cf6d743d224a96c08809fbe42536a2c,young_adult
108,044fe7bce30332fbc484fd12071920470b19e3e2ee6224279ed88f6bef3169dd,,,PRE-CREATE,NONE,60.0,d8c18d9105d77cbcfba8acaee3f69c3ab7c9699f2164567b254edd3e0c563765,old
109,04646ed28666e650809d57e3877da40230648c04f9ea1544fc8ce9cf16ded10b,1.0,1.0,ACTIVE,Regularly,60.0,1bfe58ec9a2c2277268efc0ba229d1b85a31e1ef967915cdba71530df10c5d24,old
110,0470e0d9eaf2b4018a8e87949f1a2a130056311cd2eaa19b261c529053580069,,,ACTIVE,NONE,26.0,6186f676ecb330a5d2971bdd6a4151c6abba4a96da574aa62ce8c977fbeafd44,adult
111,048229b9d8af173feb062c4d5dc106cc2b70c98afd3cda2a88c30c5b95e16482,,,ACTIVE,NONE,24.0,d88952e07eb07e7e9f4b80e54ecc7d77b1a2dbacfd168d692e7e630b18177767,young_adult
112,049ffd6e9bfebb73ed9549b0520903ad6b705971ec0f471dfc1837e0514b7efa,,,ACTIVE,NONE,23.0,5c0f6f8fc9c157d6f6b8e1fc9c2cee0cd94a72b8c1cd09ac94ed40e24cb3b1d3,young_adult
113,04a0ffb95fa578a3859837b5dd4f0582213e8787bb16143dc732f73825097d0c,1.0,1.0,ACTIVE,Regularly,31.0,35c06968e2e0e72fb4892ca679c1ab9a3ed41d65bc0e74c9afbb3ed1a3312e90,adult
114,04aea825501ca1f89a3e3eb9ff22af3b0748c5eecc397e18de6e16e5929ba7e5,,,ACTIVE,NONE,54.0,fa3aa8e8e188e90f1a2a49cfad422f5ec0862c9b2133c0e0cce0caffb04fe565,old
115,04b439abb1268a23514ebfdeeea8a05938cc06ac68538507efe4865ae4780f5f,,,ACTIVE,NONE,42.0,27e200d62677f16aa2ffab545df901c4f5e2a5c3f4e67fc1b3c5ec0624d01aec,mature
116,04b56b434655bc7dd2efa7fae4981edd934c242b65426bb2226d63242eaa9ad8,,,ACTIVE,NONE,58.0,d5d79bf3b2b4a4ad4a2f4c5a7464c55c9baf218f1496f2b0999fc4501bdab9eb,old
117,04bb27c5b6c57a4b9ed6fd02b08a436208f65d27ec3c7b0a1646164f4f43ac74,1.0,1.0,ACTIVE,Regularly,55.0,e87c69c67f4aff4807c76ad1753573f36cb6105b2f2b2507cb02cb460802079b,old
118,04bfc8aae1af70063b52bab84e7cb137f0e13c53620a582e0106de6dd13518f6,,,ACTIVE,NONE,68.0,d3ca924d5c4b26532a6d9cfaf46b11a47044aa9331ebc5c922133641c82e2d94,old
119,04cd4e2f712215dba0eb574170b67b3ac93cab57d7f16b9e1cd1af03991d943f,,,ACTIVE,NONE,43.0,fdde1a0e4a01532bec6a24af840783483fbbadf127614159ce9801f72eaec82c,mature
120,04cec5f3914316cc2ce4aff187970efa720436aeca0219bc97a95f7650965ad3,,,ACTIVE,NONE,26.0,c6cb954c22037f9aba569469d81114ea7327067b3beda4f57bc89855f22a309e,adult
121,04d207ad624d54c80ff1f0c246ba9d5c9a2be051eecff45a7954b16c2fe433a0,1.0,1.0,ACTIVE,Regularly,46.0,7da8e828814e81af6a8b90296b59e5cf9551836b07f70d9821f2c7442909e2ec,mature
122,04e388b0762779011c9defba3e5f1fd9309872fe95e670e57dd4bd2073e00b1a,1.0,1.0,ACTIVE,Regularly,40.0,be39840ae0e860ef2b36bd9fdc1b629cb0ac05bd64458b1a41bcc05eb8d9b5b4,mature
123,04e758af6db374c73132772117b0e0738d7aa22e7c27c38dfca4216fa90448ae,1.0,1.0,ACTIVE,Regularly,58.0,a956dadc8877f71a5cb7f7787e61f7bc324050ffb8fc8b23017d1c0061498850,old
124,0506880daec0018ca21b0d9622756cc7b2a30accd8c2d8fa8bb36569ff5c9e45,1.0,,ACTIVE,Regularly,25.0,90c677360086295030a5a1f301223d53a4cad2fa8907feef51d69adbd54af781,adult
125,05122fb85a98bb8828a6ca14956da05b184635515155c73762bcf37ad4b74810,1.0,1.0,ACTIVE,Regularly,55.0,2873c238bd133ddc452e557b198838af2cbc22a755b27bee7fafbe0816c26610,old
